"Name","outer_fold_accuracy","State","Runtime","data_name","fold","k_inner_folds","model","search_type","C","max_iter","random_state","solver","colsample_bytree","eta","eval_metric","gamma","max_depth","min_child_weight","n_estimators","num_class","objective","reg_alpha","reg_lambda","subsample","accuracy_group_113922","accuracy_group_191033","accuracy_group_353740","accuracy_group_667056","accuracy_group_707749","accuracy_group_814649","accuracy_group_891667","accuracy_group_898176","f1_class_0.0","f1_class_1.0","f1_class_2.0","f1_class_3.0","f1_class_4.0","f1_class_5.0","f1_class_6.0","f1_class_macro avg","f1_class_weighted avg","precision_class_0.0","precision_class_1.0","precision_class_2.0","precision_class_3.0","precision_class_4.0","precision_class_5.0","precision_class_6.0","precision_class_macro avg","precision_class_weighted avg","recall_class_0.0","recall_class_1.0","recall_class_2.0","recall_class_3.0","recall_class_4.0","recall_class_5.0","recall_class_6.0","recall_class_macro avg","recall_class_weighted avg","accuracy_group_105923","accuracy_group_106521","accuracy_group_108323","accuracy_group_109123","accuracy_group_116726","accuracy_group_133019","accuracy_group_140117","accuracy_group_156334","accuracy_group_162026","accuracy_group_162935","accuracy_group_164636","accuracy_group_169040","accuracy_group_175237","accuracy_group_177746","accuracy_group_185442","accuracy_group_191437","accuracy_group_192641","accuracy_group_198653","accuracy_group_204521","accuracy_group_205119","accuracy_group_212318","accuracy_group_212823","accuracy_group_255639","accuracy_group_257845","accuracy_group_283543","accuracy_group_293748","accuracy_group_358144","accuracy_group_406836","accuracy_group_568963","accuracy_group_581450","accuracy_group_599671","accuracy_group_601127","accuracy_group_660951","accuracy_group_662551","accuracy_group_679770","accuracy_group_680957","accuracy_group_706040","accuracy_group_725751","accuracy_group_735148","accuracy_group_783462"
"LogisticRegression_Fold_4_HCP_diff_dataset","0.31041615964954977","finished","462","HCP_diff_dataset","4","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.3437100213219616","0.3216835776024051","0.2055800293685756","0.41434262948207173","0.34946049425687437","0.228515625","0.25971370143149286","0.3032865826376259","0.30136925885072546","0.3319604612850082","0.29825783972125436","0.2599009900990099","0.3651685393258427","0.3020457280385078","0.2864137086903305","0.29603729603729606","0.3056835090281785","0.3044613960565984","0.3563218390804598","0.34910277324632955","0.1700404858299595","0.47882136279926335","0.4145334434351776","0.190089358245329","0.23132969034608375","0.3128912789975146","0.31041615964954977","0.24503311258278143","0.2512413108242304","","","","","","0.4409302325581395","","0.25653436592449175","","","","0.3970873786407767","","","","","","0.3104106972301815","","","","","","","","","","","","","","","","0.29960707269155207","0.2744479495268139","","",""
"LogisticRegression_Fold_3_HCP_diff_dataset","0.3534754177767014","finished","466","HCP_diff_dataset","3","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.40601503759398494","0.35814722911497104","0.2218131615278417","0.4655035685963521","0.4072289156626506","0.27195225916453536","0.3184537505752416","0.34987341746222533","0.34868831471772294","0.38449367088607594","0.36945392491467577","0.25341745531019977","0.42536231884057973","0.3954758190327613","0.27835951134380454","0.3254938852304798","0.3474366550797967","0.3467330773383303","0.4300884955752212","0.3475120385232745","0.1972176759410802","0.5140105078809106","0.4197019867549669","0.2658333333333333","0.3117117117117117","0.35515367853149976","0.3534754177767014","","","","","0.375609756097561","0.27299128751210067","","","","","0.3392193308550186","","","","","","0.299412915851272","","","","","","","","","0.37333333333333335","","","","","0.3286573146292585","","","","0.5165876777251185","","","0.3163163163163163","",""
"LogisticRegression_Fold_2_HCP_diff_dataset","0.33627997093727297","finished","464","HCP_diff_dataset","2","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.2954971857410882","0.4005496392992099","0.19581100828056505","0.45872274143302183","0.4037626628075253","0.20912352639671963","0.30603649976602715","0.32421475196059385","0.3227664508362129","0.3185035389282103","0.3457888493475682","0.24187725631768953","0.3982420554428668","0.364467668190725","0.276797829036635","0.3253731343283582","0.32443576165600757","0.32340083294169947","0.2755905511811024","0.4759183673469387","0.16448445171849427","0.5408631772268135","0.45255474452554745","0.16803953871499178","0.28886925795053003","0.33804572695205976","0.33627997093727297","","","","0.380952380952381","","","0.28084252758274825","","","","","","","","","0.2504638218923933","","","0.3957915831663326","","","","","0.4253875968992248","0.3213242453748783","","","","","0.3368121442125237","","","","0.3013698630136986","","","","","",""
"LogisticRegression_Fold_1_HCP_diff_dataset","0.3219530102790015","finished","464","HCP_diff_dataset","1","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","0.35350624399615754","0.4147783251231527","0.32","0.361576354679803","0.2803114571746385","0.18233618233618237","0.333641404805915","0.32821497120921306","0.3003347680535629","0.3799788508988368","0.19443087445041524","0.44508670520231214","0.4031496062992126","0.1819941916747338","0.2636591478696742","0.30980487777839255","0.3093279124765107","0.30426356589147285","0.33814303638644916","0.24297924297924295","0.37424058323207776","0.3905415713196034","0.22407628128724671","0.2824919441460795","0.30810517503459606","0.30791629614965743","0.29650613786591123","0.4336283185840708","0.16205211726384364","0.5490196078431373","0.4165988608624898","0.1532192339038305","0.24718045112781956","0.3226006753501576","0.3219530102790015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGBoost_Fold_6_HCP_corr_dataset","0.3673815582212529","finished","28244","HCP_corr_dataset","6","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.34587200781631655","0.4110406564714658","0.2162718846549949","0.4427284427284427","0.43255295429208473","0.1935135135135135","0.4279835390946502","0.3528518569387812","0.35195314428717706","0.3864628820960699","0.3761092150170649","0.2876712328767123","0.3519181585677749","0.39377537212449254","0.2728658536585366","0.4444444444444444","0.35903530839787073","0.35821020863224623","0.3129973474801061","0.453125","0.17326732673267323","0.5967042497831744","0.4798021434460016","0.14991624790619765","0.4126984126984127","0.3683586754352236","0.3673815582212529","","","","","","","","","0.4062196307094266","","","0.36047666335650447","0.21428571428571427","","","","","","","","0.3695042095416277","","","","","","","0.4128352490421456","0.4149797570850202","","","","0.33267716535433073","","","","","","0.4333976833976834",""
"XGBoost_Fold_5_HCP_corr_dataset","0.36355911629036175","finished","28221","HCP_corr_dataset","5","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.4149377593360996","0.3698347107438016","0.20763500931098697","0.4744525547445255","0.37985611510791367","0.1839956450734894","0.4562879850397382","0.3552856827652221","0.35353135782699757","0.5063291139240507","0.3204057279236277","0.23473684210526316","0.40372670807453415","0.3424124513618677","0.2572298325722983","0.4817374136229023","0.36379686994064914","0.36136936482918247","0.351493848857645","0.4372964169381108","0.18614357262103504","0.5752212389380531","0.42649434571890144","0.14322033898305084","0.433392539964476","0.3647517574316103","0.36355911629036175","","","0.3955296404275997","","","","","","","","","","","","0.3875968992248062","","","0.4215500945179584","","","","0.3526522593320236","0.29813084112149535","","","","0.3475783475783476","","","","","0.3290258449304175","","","","","","","","0.3775720164609053"
"XGBoost_Fold_4_HCP_corr_dataset","0.343392552932587","finished","28239","HCP_corr_dataset","4","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.4132992327365729","0.27923844061650044","0.22707838479809975","0.4558084540348803","0.3434862385321101","0.22520852641334568","0.4086134453781513","0.33610467464423716","0.33184334882341815","0.49029126213592233","0.3142857142857143","0.2747126436781609","0.33565520243796254","0.309114927344782","0.2621359223300971","0.4826302729528536","0.3526894207379275","0.34930407703641814","0.3572060123784262","0.25122349102773245","0.19352226720647772","0.7099447513812155","0.3864574731626755","0.19740048740861088","0.3542805100182149","0.35000499894047904","0.343392552932587","0.28382213812677387","0.33962264150943394","","","","","","0.4688372093023256","","0.26621490803484993","","","","0.4155339805825243","","","","","","0.28462273161413565","","","","","","","","","","","","","","","","0.3791748526522593","0.3038906414300736","","",""
"XGBoost_Fold_3_HCP_corr_dataset","0.3827803342213611","finished","28524","HCP_corr_dataset","3","5","XGBoost","random","","","","","1","0.05","mlogloss","0.3","8","2","500","7","multi:softprob","0.5","10","0.6","","","","","","","","","0.4515856236786469","0.3742844561867019","0.1797752808988764","0.5008015389547932","0.4203636363636364","0.2455445544554455","0.40245051837888784","0.3678293727024268","0.3653940120349571","0.4323886639676114","0.4146341463414634","0.2596599690880989","0.39504299443601415","0.3748378728923476","0.3024390243902439","0.42193675889328064","0.37156277571558","0.37027823935459425","0.4725663716814159","0.34109149277688605","0.13747954173486088","0.6838879159369528","0.478476821192053","0.2066666666666667","0.3846846846846847","0.38640764209621714","0.3827803342213611","","","","","0.41365853658536583","0.2575024201355276","","","","","0.3745353159851301","","","","","","0.35909980430528377","","","","","","","","","0.3847619047619047","","","","","0.405811623246493","","","","0.4824644549763033","","","0.3833833833833834","",""
"XGBoost_Fold_2_HCP_corr_dataset","0.3927100992976508","finished","28222","HCP_corr_dataset","2","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.4093339815264949","0.4276729559748428","0.18996798292422623","0.5010141987829615","0.41594022415940224","0.2284851534977353","0.47873303167420816","0.3787353612199816","0.37559633254444336","0.46061269146608314","0.3596881959910913","0.27300613496932513","0.3964686998394863","0.4260204081632653","0.2936610608020699","0.4907235621521336","0.3857401076262078","0.38384027863014897","0.36832895888014","0.5273469387755102","0.14566284779050737","0.6804407713498623","0.40632603406326034","0.18698517298187808","0.4673144876325088","0.3974864587819524","0.3927100992976508","","","","0.42952380952380953","","","0.3550651955867603","","","","","","","","","0.3358070500927644","","","0.407815631262525","","","","","0.5397286821705426","0.35150925024342744","","","","","0.3671726755218217","","","","0.3561643835616438","","","","","",""
"XGBoost_Fold_1_HCP_corr_dataset","0.372858541360744","finished","28270","HCP_corr_dataset","1","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","0.3832853025936599","0.4492610837438424","0.3170731707317073","0.4482758620689655","0.1646273637374861","0.3865147198480532","0.41866913123844735","0.3877159309021113","0.3896976483762598","0.38941548183254343","0.24964672633066415","0.4756756756756757","0.43099273607748184","0.18785094435936703","0.3884484711211778","0.3588182405390243","0.35615515127650216","0.4786795048143054","0.382467028704422","0.29608938547486036","0.3413498836307215","0.4275420336269015","0.25136612021857924","0.4886039886039886","0.38087113501053976","0.3772235046237208","0.3286118980169972","0.3966210780370073","0.21579804560260588","0.7843137254901961","0.43449959316517495","0.14995925020374898","0.3223684210526316","0.3760245730811945","0.372858541360744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGBoost_Fold_6_HCP_C3_dataset","0.3092208893735611","finished","7537","HCP_C3_dataset","6","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.2989827509951349","0.336094674556213","0.2244039270687237","0.3701216953420059","0.3587069864442127","0.17418677859391396","0.35343035343035345","0.30227530949007964","0.30164171803713347","0.2991150442477876","0.32297194844579225","0.2588996763754045","0.35853658536585364","0.31009615384615385","0.23314606741573032","0.33438237608182536","0.3024496931112211","0.30194168770564733","0.2988505747126437","0.3503289473684211","0.19801980198019803","0.38248048568950566","0.4253915910964551","0.1390284757118928","0.3747795414462081","0.30983991685790346","0.3092208893735611","","","","","","","","","0.31486880466472306","","","0.2869910625620655","0.2565789473684211","","","","","","","","0.2993451824134705","","","","","","","0.36015325670498083","0.35526315789473684","","","","0.3454724409448819","","","","","","0.25868725868725867",""
"XGBoost_Fold_5_HCP_C3_dataset","0.31124059237679047","finished","7566","HCP_C3_dataset","5","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.332378223495702","0.352900069881202","0.19586067642604743","0.3108477666362808","0.3342447026657553","0.19646569646569648","0.3991983967935871","0.3031279331948959","0.3025769154320142","0.3640167364016737","0.30905752753977966","0.24776500638569604","0.32048872180451127","0.2896919431279621","0.2540322580645161","0.36376917457998537","0.30697448112916054","0.3059904350350479","0.30579964850615116","0.41123778501628666","0.16193656093489148","0.3017699115044248","0.3949919224555735","0.16016949152542373","0.4422735346358792","0.3111684077969472","0.31124059237679047","","","0.34207968901846453","","","","","","","","","","","","0.33042635658914726","","","0.3620037807183365","","","","0.3192534381139489","0.27850467289719627","","","","0.30864197530864196","","","","","0.2634194831013916","","","","","","","","0.2829218106995885"
"XGBoost_Fold_4_HCP_C3_dataset","0.2819420783645656","finished","7525","HCP_C3_dataset","4","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.27854855923159016","0.2645698427382054","0.23745089480576168","0.34328358208955223","0.32734082397003744","0.2024937655860349","0.2610132158590308","0.2735286691828875","0.272296294378155","0.351278600269179","0.3055555555555556","0.25757575757575757","0.245260663507109","0.2995202193283071","0.2622739018087855","0.33008356545961004","0.2930783233577577","0.2925743809683841","0.2307692307692308","0.233278955954323","0.2202429149797571","0.5718232044198895","0.36085879438480595","0.16490658001624697","0.21584699453551912","0.28538952500853887","0.2819420783645656","0.21570482497634816","0.2711022840119166","","","","","","0.34232558139534885","","0.30880929332042595","","","","0.34951456310679613","","","","","","0.23018147086914997","","","","","","","","","","","","","","","","0.2691552062868369","0.26708727655099895","","",""
"XGBoost_Fold_3_HCP_C3_dataset","0.3098813271978687","finished","7465","HCP_C3_dataset","3","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.357055713704758","0.3334679047234558","0.20343580470162748","0.34771679932970256","0.3476662991547225","0.22663438256658597","0.32801822323462415","0.3062850182022109","0.3052443061517258","0.3303235515425132","0.33549959382615757","0.2272727272727273","0.3333333333333333","0.3126239259748843","0.2705202312138728","0.3317972350230415","0.30591008545521853","0.30519023461543415","0.38849557522123895","0.33146067415730335","0.18412438625204583","0.36339754816112085","0.3915562913907285","0.195","0.32432432432432434","0.3111941142152517","0.3098813271978687","","","","","0.37365853658536585","0.2207163601161665","","","","","0.27695167286245354","","","","","","0.2837573385518591","","","","","","","","","0.2761904761904762","","","","","0.3557114228456914","","","","0.4066350710900474","","","0.2862862862862863","",""
"XGBoost_Fold_2_HCP_C3_dataset","0.3225962702833616","finished","7482","HCP_C3_dataset","2","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.31803430690774226","0.37228260869565216","0.205078125","0.37668161434977576","0.3549407114624506","0.24508459076360312","0.34956759217114247","0.3173813641929094","0.3162092831172897","0.33826429980276135","0.31878999418266435","0.2542372881355932","0.3387096774193548","0.346183500385505","0.27543679342240496","0.36056338028169016","0.3188835619471391","0.3180030167145426","0.300087489063867","0.4473469387755102","0.1718494271685761","0.42424242424242425","0.3641524736415247","0.22075782537067545","0.3392226148409894","0.3239513133005096","0.3225962702833616","","","","0.3857142857142858","","","0.29889669007021064","","","","","","","","","0.2523191094619666","","","0.3366733466933868","","","","","0.36143410852713176","0.2911392405063291","","","","","0.3225806451612903","","","","0.3336594911937378","","","","","",""
"XGBoost_Fold_1_HCP_C3_dataset","0.31730298580518845","finished","7577","HCP_C3_dataset","1","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","0.35446685878962536","0.3556650246305419","0.28780487804878047","0.31724137931034485","0.25917686318131256","0.3181386514719848","0.30591497227356745","0.3330134357005758","0.3192118226600985","0.382573179033356","0.21454545454545457","0.3297199638663053","0.3608326908249807","0.2413793103448276","0.3438077634011091","0.3131528835251617","0.31233953138168186","0.3336766220391349","0.3315634218289086","0.24279835390946505","0.3342490842490842","0.34285714285714286","0.27226202661207777","0.3381818181818182","0.3136554956682331","0.3125236315431933","0.3059490084985836","0.45213193885760256","0.19218241042345277","0.3253119429590018","0.3807973962571196","0.21678891605541972","0.34962406015037595","0.3175408104573651","0.31730298580518845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGBoost_Fold_6_HCP_C2_dataset","0.3018296377075003","finished","7443","HCP_C2_dataset","6","5","XGBoost","random","","","","","1","0.05","mlogloss","3","10","3","500","7","multi:softprob","0","0.5","0.6","","","","","","","","","0.30721558211598055","0.31849056603773584","0.2434705621956618","0.3392382639503986","0.34763636363636363","0.19770344483275087","0.33347657928663516","0.2981759088650752","0.29769497813198476","0.3076241134751773","0.29428172942817293","0.2626552053486151","0.34660633484162895","0.3109954456733897","0.24474660074165636","0.32523051131601005","0.2988771344035214","0.298318306676326","0.3068081343943413","0.3470394736842105","0.2268976897689769","0.33217692974848223","0.39406430338004944","0.1658291457286432","0.3421516754850088","0.30213819316995894","0.3018296377075003","","","","","","","","","0.33819241982507287","","","0.282025819265144","0.2387218045112782","","","","","","","","0.2871842843779233","","","","","","","0.34674329501915707","0.361336032388664","","","","0.3021653543307087","","","","","","0.2625482625482625",""
"XGBoost_Fold_5_HCP_C2_dataset","0.3048069919883467","finished","7376","HCP_C2_dataset","5","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.30828516377649323","0.3347826086956522","0.2042850024912805","0.3112128146453089","0.32024373730534866","0.1835245046923879","0.41537267080745344","0.29681521463056065","0.29607620333089285","0.3411513859275053","0.30156657963446476","0.25339925834363414","0.3222748815165877","0.27564102564102566","0.23848238482384823","0.3689655172413793","0.3002115761612064","0.299150878955519","0.281195079086116","0.3762214983713355","0.17111853088480802","0.3008849557522124","0.38206785137318255","0.14915254237288136","0.47513321492007105","0.30511052468008676","0.3048069919883467","","","0.34791059280855197","","","","","","","","","","","","0.30329457364341084","","","0.3393194706994329","","","","0.3280943025540275","0.2757009345794392","","","","0.288698955365622","","","","","0.25944333996023855","","","","","","","","0.2952674897119342"
"XGBoost_Fold_4_HCP_C2_dataset","0.2754928206376247","finished","7408","HCP_C2_dataset","4","5","XGBoost","random","","","","","0.9","0.075","mlogloss","3","6","3","800","7","multi:softprob","0.01","5","0.9","","","","","","","","","0.28320413436692504","0.2676678445229682","0.21741133118378628","0.34861828120255084","0.29707849348820836","0.182","0.2826086956521739","0.26836982577380175","0.26644871065860365","0.3407960199004975","0.29190751445086704","0.25213675213675213","0.260081558676937","0.2588957055214724","0.23667100130039012","0.3273381294964029","0.28111809735475984","0.28004847177057696","0.242263483642794","0.2471451876019576","0.1910931174089069","0.5285451197053407","0.34847233691164325","0.1478472786352559","0.24863387978142076","0.2791429148124741","0.2754928206376247","0.21381267738883633","0.25819265143992054","","","","","","0.32","","0.31364956437560504","","","","0.3174757281553398","","","","","","0.25405921680993315","","","","","","","","","","","","","","","","0.26719056974459726","0.2576235541535226","","",""
"XGBoost_Fold_3_HCP_C2_dataset","0.30624848631629936","finished","7524","HCP_C2_dataset","3","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.339423467316281","0.3354330708661417","0.17866004962779156","0.34212695795548226","0.3474848376739208","0.20990942994139583","0.3394648829431438","0.2989289566177367","0.29777049054293936","0.31357839459864967","0.32921174652241114","0.22698612862547288","0.32320872274143303","0.30532915360501567","0.29098966026587886","0.3166926677067083","0.30085663915222416","0.30038470618101265","0.3699115044247788","0.3418940609951846","0.14729950900163666","0.36339754816112085","0.4031456953642384","0.16416666666666666","0.36576576576576575","0.30794010719705595","0.30624848631629936","","","","","0.344390243902439","0.2420135527589545","","","","","0.27695167286245354","","","","","","0.28180039138943247","","","","","","","","","0.26761904761904765","","","","","0.342685370741483","","","","0.4037914691943128","","","0.2912912912912913","",""
"XGBoost_Fold_2_HCP_C2_dataset","0.31533058852022283","finished","7416","HCP_C2_dataset","2","5","XGBoost","random","","","","","1","0.05","mlogloss","3","10","3","500","7","multi:softprob","0","0.5","0.6","","","","","","","","","0.3121110579224509","0.3615023474178404","0.20956937799043063","0.34909716251074807","0.35558946966806565","0.2351339083068543","0.3528344671201814","0.31083397013379593","0.30989911627948874","0.34460887949260044","0.30677290836653387","0.2523041474654378","0.32821341956346","0.3357348703170029","0.26188068756319516","0.3625349487418453","0.3131499802157251","0.3121456352500329","0.2852143482064742","0.44","0.17921440261865793","0.37281910009182734","0.37793998377939986","0.21334431630971992","0.34363957597173145","0.31602453242540157","0.31533058852022283","","","","0.3838095238095238","","","0.27382146439317956","","","","","","","","","0.2569573283858998","","","0.30561122244488975","","","","","0.35271317829457366","0.29503407984420643","","","","","0.32447817836812143","","","","0.32974559686888455","","","","","",""
"XGBoost_Fold_1_HCP_C2_dataset","0.31302006852667646","finished","7409","HCP_C2_dataset","1","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","0.3314121037463977","0.34088669950738915","0.29365853658536584","0.32413793103448274","0.25472747497219134","0.2924976258309592","0.32255083179297594","0.33685220729366605","0.33597621407333994","0.3779840848806366","0.21557971014492755","0.30664240218380345","0.3487544483985765","0.22815753734721592","0.3518005540166205","0.3092707072921601","0.30803989138510346","0.3534932221063608","0.32148900169204736","0.24285714285714283","0.3131970260223048","0.3392307692307692","0.25661914460285135","0.3457350272232305","0.31037447624781533","0.3087670289668722","0.32011331444759206","0.4585679806918745","0.1938110749185668","0.3003565062388592","0.35882831570382423","0.20537897310513448","0.3580827067669173","0.3135912674103955","0.31302006852667646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGBoost_Fold_6_HCP_C1_dataset","0.3124924269962438","finished","7629","HCP_C1_dataset","6","5","XGBoost","random","","","","","1","0.05","mlogloss","3","10","3","500","7","multi:softprob","0","0.5","0.6","","","","","","","","","0.30740037950664134","0.3328729281767956","0.2169947191550648","0.3614656237134623","0.3406113537117904","0.1884595023822128","0.3926901827454314","0.3057849556273427","0.3048229321183374","0.33162743091095187","0.2869047619047619","0.25947187141216993","0.3440438871473354","0.304885993485342","0.25611510791366904","0.37899917965545526","0.30886403320424083","0.3078301882400135","0.2864721485411141","0.3963815789473684","0.18646864686468648","0.38074588031222895","0.3858202802967848","0.1490787269681742","0.4074074074074074","0.31319638133396627","0.3124924269962438","","","","","","","","","0.3197278911564626","","","0.2999006951340616","0.23026315789473684","","","","","","","","0.31524789522918617","","","","","","","0.38026819923371646","0.3633603238866397","","","","0.3405511811023622","","","","","","0.2548262548262548",""
"XGBoost_Fold_5_HCP_C1_dataset","0.32592862345229423","finished","7288","HCP_C1_dataset","5","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.37316017316017314","0.36232434485377896","0.2090143635463101","0.3544415127528584","0.3427197802197802","0.18172323759791123","0.40613344384583505","0.3185024079966639","0.31761780232143244","0.3677474402730375","0.3395017793594306","0.2570036540803898","0.3522727272727273","0.2980884109916368","0.23673469387755103","0.38073038073038074","0.31886844094073624","0.31784973680215484","0.37873462214411246","0.38843648208469056","0.17612687813021702","0.3566371681415929","0.40306946688206785","0.14745762711864407","0.4351687388987567","0.3265187119142974","0.32592862345229423","","","0.3741496598639456","","","","","","","","","","","","0.3062015503875969","","","0.3534971644612476","","","","0.3290766208251473","0.31962616822429907","","","","0.3352326685660019","","","","","0.2673956262425447","","","","","","","","0.31995884773662553"
"XGBoost_Fold_4_HCP_C1_dataset","0.2847408128498418","finished","7369","HCP_C1_dataset","4","5","XGBoost","random","","","","","0.7","0.05","mlogloss","1","7","15","800","7","multi:softprob","0.1","10","1","","","","","","","","","0.2480270574971815","0.27680140597539543","0.23803249890206413","0.35645302897278314","0.3130622526088521","0.20602526724975703","0.29973045822102423","0.2768759956324368","0.2753461652937569","0.3421461897356143","0.3","0.2600767754318618","0.26126126126126126","0.2774234693877551","0.25634824667472794","0.3672391017173052","0.2949278634583608","0.29379957833412285","0.1945181255526083","0.2569331158238173","0.2194331983805668","0.5607734806629834","0.3592072667217176","0.17221770917952883","0.25318761384335153","0.2880386443092249","0.2847408128498418","0.22894985808893092","0.24329692154915591","","","","","","0.34604651162790695","","0.30300096805421106","","","","0.31844660194174756","","","","","","0.2731614135625597","","","","","","","","","","","","","","","","0.293713163064833","0.26813880126182965","","",""
"XGBoost_Fold_3_HCP_C1_dataset","0.312303221118915","finished","7378","HCP_C1_dataset","3","5","XGBoost","random","","","","","0.9","0.075","mlogloss","3","6","3","800","7","multi:softprob","0.01","5","0.9","","","","","","","","","0.36536082474226805","0.3350174893120871","0.1958863858961802","0.30598669623059865","0.34109638122536723","0.23454367026496564","0.3720735785953177","0.30713786089525497","0.30583652208538437","0.3420849420849421","0.32479276563677467","0.24390243902439024","0.30997304582210244","0.30069488313329124","0.2852028639618138","0.3471138845553822","0.3076806891740995","0.3068618354070862","0.3920353982300885","0.34590690208667735","0.16366612111292964","0.3021015761821366","0.39403973509933776","0.19916666666666663","0.4009009009009009","0.3139739000398197","0.312303221118915","","","","","0.3385365853658537","0.24007744433688288","","","","","0.30018587360594795","","","","","","0.3111545988258317","","","","","","","","","0.2742857142857143","","","","","0.313627254509018","","","","0.43886255924170614","","","0.27927927927927926","",""
"XGBoost_Fold_2_HCP_C1_dataset","0.3291353838701865","finished","7289","HCP_C1_dataset","2","5","XGBoost","random","","","","","0.9","0.15","mlogloss","0","3","1","500","7","multi:softprob","5","1","0.7","","","","","","","","","0.33922599139990445","0.388336192109777","0.21282660332541567","0.3729090167278662","0.326984126984127","0.2625341841385597","0.3717605004468275","0.3249395164474968","0.3236061984265343","0.3736842105263158","0.3349112426035503","0.2536806342015855","0.3355359765051395","0.3201243201243201","0.2938775510204082","0.37613019891500904","0.3268491619851898","0.32575003112778095","0.310586176727909","0.4620408163265306","0.18330605564648117","0.4196510560146924","0.33414436334144365","0.2372322899505766","0.3674911660777385","0.3306359891550531","0.3291353838701865","","","","0.3914285714285714","","","0.2978936810431294","","","","","","","","","0.27736549165120594","","","0.343687374749499","","","","","0.34593023255813954","0.3008763388510224","","","","","0.3425047438330171","","","","0.3336594911937378","","","","","",""
"XGBoost_Fold_1_HCP_C1_dataset","0.32366617719040625","finished","7532","HCP_C1_dataset","1","5","XGBoost","random","","","","","0.9","0.075","mlogloss","3","6","3","800","7","multi:softprob","0.01","5","0.9","0.3448607108549472","0.3812807881773399","0.288780487804878","0.3054187192118227","0.27919911012235815","0.29914529914529914","0.34288354898336415","0.3416506717850288","0.35074626865671643","0.3653314917127072","0.23671947809878843","0.33125300048007683","0.36755952380952384","0.220100045475216","0.3702010968921389","0.3202729864464525","0.31859913191428624","0.34654377880184334","0.3200241984271022","0.2766884531590414","0.3590010405827263","0.33858807402330365","0.24897119341563784","0.3603202846975089","0.3214481461581662","0.3196703020830812","0.3550519357884797","0.4255832662912309","0.20684039087947884","0.3074866310160428","0.4019528071602929","0.19722901385493072","0.3806390977443609","0.3249690203906881","0.32366617719040625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
